wikidata_id,wikipedia_title,status,text
Q107697221,,no article,
Q107697234,HexD,ok,"HexD is an Internet microgenre of electronic music and style of audio mixing that emerged in the late 2010s to early 2020s. The term ""hexD"" was originally coined by the music collective Hexcastcrew. The style is defined by a form of DJ mixing which uses heavy bitcrushing, sped-up and pitched-up effects to create a distorted ""glitched-out"" sound, which is commonly referred to as ""hexxing"" a song. The mixing style is primarily applied to trance and cloud rap genres along with other styles.

In 2019, the release of the album Rare RCB hexD.mp3 by Stacy Minajj under the alias tomoe_theundy1ng marked the crystallization of the scene. The mix sampled songs by the American Internet rap collective Reptilian Club Boyz, the group's founder Hi-C has been noted as influential to the development of the style. The album gained notoriety through the netlabel Dismiss Yourself which contributed to the scene's development."
Q107697260,,no article,
Q107697441,Surf music,section,
Q1077172,Hip-hop production,section,
Q1078010,Martial industrial,ok,"Martial industrial is an offshoot of industrial music characterized by noise, dark ambient atmospheres, neofolk melodies, dark wave tunes and neoclassical orchestrations as well as the incorporation of audio from military marches, historical speeches and political, apolitical or metapolitical lyrics. Unlike other post-industrial genres, martial industrial is typically interested more in a particular worldview or philosophy than pure experimentalism."
Q107970042,,no article,
Q107982599,,no article,
Q107985638,,no article,
Q107985650,,no article,
Q10801096,,no article,
Q108055228,,no article,
Q108107635,,no article,
Q108123046,Slacker rock,ok,"Slacker rock (originally known as lo-fi or lo-fi indie) is a subgenre of indie rock that emerged in the United States during the late 1980s to early 1990s. Characterized by a rejection (or minimization) of technical proficiency and production quality, in favor of stripped down lo-fi aesthetics and an apathetic singing style, the style was originally associated with Generation X slacker culture. It experienced a resurgence during the 2000s and 2010s amongst Millennials and Gen Z."
Q108151076,,no article,
Q108197774,Dubstep,section,
Q108226936,,no article,
Q108297184,,no article,
Q108297187,Balani show,ok,"Balani show or ambience is an electronic dance music genre endemic to Mali. Stemming from eponymous 'Balani Show' block parties, the Balani show music genre combines elements of African dance music genres like kuduro and coupé-décalé with the musical traditions of Griot instrumentalists."
Q108297188,,no article,
Q108297194,,no article,
Q108297198,,no article,
Q108297199,,no article,
Q108297200,,no article,
Q108297203,,no article,
Q108297205,,no article,
Q108297209,,no article,
Q108297212,,no article,
Q108297213,,no article,
Q108297215,,no article,
Q108297216,,no article,
Q108297217,,no article,
Q108297218,,no article,
Q108297220,,no article,
Q108297222,,no article,
Q108297224,,no article,
Q108297227,,no article,
Q108297231,,no article,
Q108297232,,no article,
Q108297234,,no article,
Q108297235,,no article,
Q108297238,,no article,
Q108297241,,no article,
Q108297242,,no article,
Q108297243,,no article,
Q108297247,Funknejo,ok,Funknejo (Brazilian Portuguese pronunciation: [fɐ̃kiˈneʒu]) is a fusion genre of Brazilian popular music combining elements of funk carioca and sertanejo music.
Q108297250,,no article,
Q10830180,Tuồng,ok,"Hát tuồng (Vietnamese pronunciation: [háːt tûəŋ], Chữ Nôm: 咭從) or hát bội (Vietnamese pronunciation: [háːk ɓôjˀ], Chữ Nôm: 咭佩) is a form of Vietnamese theatre. Hát tuồng is often referred to as classical ""Vietnamese opera"" influenced by Chinese opera.

Tuồng is distinct from the older hát chèo genre of Vietnamese theatre which combines dance, song and poetry, and the more modern cải lương folk musical."
Q108321657,Jacking (dance),ok,"Jacking, Jackin’, or the jack is a freestyle dance move in which the dancer ripples their torso back and forth in an undulating motion. It emerged within the context of Chicago house music in the 1980s."
Q10836741,Xẩm,ok,"Xẩm (Chữ Nôm: 眈) or Hát xẩm (咭眈, Xẩm singing) is a type of Vietnamese folk music which was popular in the Northern region of Vietnam but is nowadays considered an endangered form of traditional music in Vietnam. In the dynastic time, xẩm was generally performed by blind artists who wandered from town to town and earned their living by singing in common places. Xẩm artists often play đàn bầu or đàn nhị to accompany the songs themselves, and sometimes they form a band with one singer and others who play traditional instruments such as the drum or phách. The melodies of xẩm are borrowed from different types of Vietnamese folk music such as trống quân or quan họ, while its themes are generally The Tale of Kiều, Lục Vân Tiên, and other popular Vietnamese stories."
Q108555812,Outsider house,section,
Q108556056,,no article,
Q108556409,,no article,
Q10856835,,no article,
Q108575656,,no article,
Q108616106,,no article,
Q108665706,Corridos tumbados,ok,"Corridos tumbados (Spanish pronunciation: [koˈriðos tumˈbaðos]), also known as trap corridos, is a subgenre of regional Mexican music, specifically of a corrido, with musical elements of a narcocorrido and rap music. Its style originated in the late 2010s, later popularized by Mexican musician Natanael Cano.

The subgenre later received international recognition through songs released by Mexican musician Peso Pluma, as well as other artists such as Junior H, Gabito Ballesteros, and Fuerza Regida."
Q108665742,,no article,
Q108665895,,no article,
Q108667604,,no article,
Q108716407,,no article,
Q10874829,Zhongguo feng (music),ok,"Zhongguo feng (simplified Chinese: 中国风; traditional Chinese: 中國風; pinyin: zhōngguó fēng; lit. 'China style'), also known as guofeng music (simplified Chinese: 国风音乐; traditional Chinese: 國風音樂; pinyin: guófēng yīnyuè; lit. 'China-style music') or Chinoiserie music, is a genre of Chinese popular music considered to adopt a more ""traditional"" style than regular modern popular music, with vocals, melody and lyrics influenced by Chinese opera (xiqu) and musical performing arts (quyi). It is different from Chinese classical music (guoyue) and folk music (min'ge) in that, Zhongguo feng is essentially Western-style contemporary pop music infused with elements of Chinese culture and philosophy, and also often with a strong thematic emphasis on cultural pride; while the latter two focus more on traditional oriental instrumental rhythms and vocal performance."
